timeStamp,demand
2012-01-09 23:00:00,5265.7
2012-01-10 00:00:00,4856.8
2012-01-10 01:00:00,4611.8
2012-01-10 02:00:00,4470.0
2012-01-10 03:00:00,4414.1
2012-01-10 04:00:00,4450.1
2012-01-10 05:00:00,4716.0
2012-01-10 06:00:00,5317.1
2012-01-10 07:00:00,5901.4
2012-01-10 08:00:00,6242.3
2012-01-10 09:00:00,6436.9
2012-01-10 10:00:00,6516.5
2012-01-10 11:00:00,6537.0
2012-01-10 12:00:00,6522.6
2012-01-10 13:00:00,6516.0
2012-01-10 14:00:00,6510.4
2012-01-10 15:00:00,6592.5
2012-01-10 16:00:00,6741.3
2012-01-10 17:00:00,14176.951606486979
2012-01-10 18:00:00,6748.2
2012-01-10 19:00:00,6560.0
2012-01-10 20:00:00,6333.9
2012-01-10 21:00:00,6076.3
2012-01-10 22:00:00,14176.951606486979
2012-01-10 23:00:00,5225.5
2012-01-11 00:00:00,4810.2
2012-01-11 01:00:00,4566.0
2012-01-11 02:00:00,4424.4
2012-01-11 03:00:00,4366.2
2012-01-11 04:00:00,4401.7
2012-01-11 05:00:00,4665.5
2012-01-11 06:00:00,5258.5
2012-01-11 07:00:00,5848.1
2012-01-11 08:00:00,6191.2
2012-01-11 09:00:00,6389.2
2012-01-11 10:00:00,6454.5
2012-01-11 11:00:00,6484.0
2012-01-11 12:00:00,6481.8
2012-01-11 13:00:00,6477.8
2012-01-11 14:00:00,6478.4
2012-01-11 15:00:00,6499.8
2012-01-11 16:00:00,6685.7
2012-01-11 17:00:00,6915.5
2012-01-11 18:00:00,6746.1
2012-01-11 19:00:00,6547.6
2012-01-11 20:00:00,6310.7
2012-01-11 21:00:00,6035.4
2012-01-11 22:00:00,5657.2
2012-01-11 23:00:00,5200.6
2012-01-12 00:00:00,4800.8
2012-01-12 01:00:00,4555.7
2012-01-12 02:00:00,4405.7
2012-01-12 03:00:00,4344.4
2012-01-12 04:00:00,4372.9
2012-01-12 05:00:00,4629.7
2012-01-12 06:00:00,14176.951606486979
2012-01-12 07:00:00,5862.0
2012-01-12 08:00:00,6290.2
2012-01-12 09:00:00,6501.6
2012-01-12 10:00:00,6565.7
2012-01-12 11:00:00,6638.0
2012-01-12 12:00:00,6663.5
2012-01-12 13:00:00,6661.8
2012-01-12 14:00:00,6637.9
2012-01-12 15:00:00,6675.9
2012-01-12 16:00:00,6812.9
2012-01-12 17:00:00,6964.4
2012-01-12 18:00:00,6741.6
2012-01-12 19:00:00,6536.2
2012-01-12 20:00:00,14176.951606486979
2012-01-12 21:00:00,6029.6
2012-01-12 22:00:00,5662.2
2012-01-12 23:00:00,5204.1
2012-01-13 00:00:00,4795.4
2012-01-13 01:00:00,4534.1
2012-01-13 02:00:00,4383.2
2012-01-13 03:00:00,4314.7
2012-01-13 04:00:00,4333.3
2012-01-13 05:00:00,4586.4
2012-01-13 06:00:00,5168.0
2012-01-13 07:00:00,5746.2
2012-01-13 08:00:00,14176.951606486979
2012-01-13 09:00:00,6392.7
2012-01-13 10:00:00,6524.8
2012-01-13 11:00:00,6612.6
2012-01-13 12:00:00,14176.951606486979
2012-01-13 13:00:00,6673.2
2012-01-13 14:00:00,6663.4
2012-01-13 15:00:00,6715.1
2012-01-13 16:00:00,6848.2
2012-01-13 17:00:00,7056.3
2012-01-13 18:00:00,6890.3
2012-01-13 19:00:00,6678.7
2012-01-13 20:00:00,6444.2
2012-01-13 21:00:00,6188.3
2012-01-13 22:00:00,5889.2
2012-01-13 23:00:00,5514.8
2012-01-14 00:00:00,5147.2
2012-01-14 01:00:00,4892.9
2012-01-14 02:00:00,4711.9
2012-01-14 03:00:00,4625.8
2012-01-14 04:00:00,4599.2
2012-01-14 05:00:00,4670.2
2012-01-14 06:00:00,4845.3
2012-01-14 07:00:00,5043.5
2012-01-14 08:00:00,5339.5
2012-01-14 09:00:00,5625.5
2012-01-14 10:00:00,5836.1
2012-01-14 11:00:00,5950.8
2012-01-14 12:00:00,5987.4
2012-01-14 13:00:00,6001.8
2012-01-14 14:00:00,5986.9
2012-01-14 15:00:00,5989.0
2012-01-14 16:00:00,6089.1
2012-01-14 17:00:00,6304.4
2012-01-14 18:00:00,6295.4
2012-01-14 19:00:00,6176.1
2012-01-14 20:00:00,6031.5
2012-01-14 21:00:00,5888.7
2012-01-14 22:00:00,5701.1
2012-01-14 23:00:00,5420.3
2012-01-15 00:00:00,5119.6
2012-01-15 01:00:00,4892.6
2012-01-15 02:00:00,4731.0
2012-01-15 03:00:00,4662.6
2012-01-15 04:00:00,4652.6
2012-01-15 05:00:00,4710.9
2012-01-15 06:00:00,4844.4
2012-01-15 07:00:00,4979.1
2012-01-15 08:00:00,14176.951606486979
2012-01-15 09:00:00,5513.9
2012-01-15 10:00:00,5749.6
2012-01-15 11:00:00,5888.8
2012-01-15 12:00:00,5934.2
2012-01-15 13:00:00,5939.5
2012-01-15 14:00:00,5943.9
2012-01-15 15:00:00,5956.2
2012-01-15 16:00:00,14176.951606486979
2012-01-15 17:00:00,6383.5
2012-01-15 18:00:00,6436.0
2012-01-15 19:00:00,6348.4
2012-01-15 20:00:00,6254.4
2012-01-15 21:00:00,6104.9
2012-01-15 22:00:00,5889.9
2012-01-15 23:00:00,5577.7
2012-01-16 00:00:00,5265.8
2012-01-16 01:00:00,5033.2
2012-01-16 02:00:00,4872.1
2012-01-16 03:00:00,4797.6
2012-01-16 04:00:00,4813.9
2012-01-16 05:00:00,4972.5
2012-01-16 06:00:00,5304.4
2012-01-16 07:00:00,14176.951606486979
2012-01-16 08:00:00,5976.8
2012-01-16 09:00:00,6289.5
2012-01-16 10:00:00,14176.951606486979
2012-01-16 11:00:00,6560.3
2012-01-16 12:00:00,6555.7
2012-01-16 13:00:00,6518.7
2012-01-16 14:00:00,6491.3
2012-01-16 15:00:00,6483.3
2012-01-16 16:00:00,6590.4
2012-01-16 17:00:00,6889.1
2012-01-16 18:00:00,6823.8
2012-01-16 19:00:00,6655.4
2012-01-16 20:00:00,6442.4
2012-01-16 21:00:00,6193.5
2012-01-16 22:00:00,5855.9
2012-01-16 23:00:00,5405.0
2012-01-17 00:00:00,5013.7
2012-01-17 01:00:00,4773.5
2012-01-17 02:00:00,4612.7
2012-01-17 03:00:00,14176.951606486979
2012-01-17 04:00:00,4581.1
2012-01-17 05:00:00,14176.951606486979
2012-01-17 06:00:00,5418.0
2012-01-17 07:00:00,5994.5
2012-01-17 08:00:00,6289.9
2012-01-17 09:00:00,6516.6
2012-01-17 10:00:00,6647.6
2012-01-17 11:00:00,6726.8
2012-01-17 12:00:00,6761.3
2012-01-17 13:00:00,6799.8
2012-01-17 14:00:00,6827.1
2012-01-17 15:00:00,6826.7
2012-01-17 16:00:00,6876.0
2012-01-17 17:00:00,7038.0
2012-01-17 18:00:00,6852.4
2012-01-17 19:00:00,6640.4
2012-01-17 20:00:00,6394.2
2012-01-17 21:00:00,6128.1
2012-01-17 22:00:00,5735.2
2012-01-17 23:00:00,5254.6
2012-01-18 00:00:00,4826.0
2012-01-18 01:00:00,4556.8
2012-01-18 02:00:00,4410.0
2012-01-18 03:00:00,4351.7
2012-01-18 04:00:00,4388.1
2012-01-18 05:00:00,4667.5
2012-01-18 06:00:00,5279.4
2012-01-18 07:00:00,5890.5
2012-01-18 08:00:00,6239.0
2012-01-18 09:00:00,6458.3
2012-01-18 10:00:00,6559.6
2012-01-18 11:00:00,6596.9
2012-01-18 12:00:00,6614.4
2012-01-18 13:00:00,6618.0
2012-01-18 14:00:00,6615.8
2012-01-18 15:00:00,6661.0
2012-01-18 16:00:00,6830.7
2012-01-18 17:00:00,7114.6
2012-01-18 18:00:00,7027.1
2012-01-18 19:00:00,6845.0
2012-01-18 20:00:00,6605.6
2012-01-18 21:00:00,6357.2
2012-01-18 22:00:00,6007.0
2012-01-18 23:00:00,5525.9
2012-01-19 00:00:00,5115.3
2012-01-19 01:00:00,4878.3
2012-01-19 02:00:00,4739.2
2012-01-19 03:00:00,4681.7
2012-01-19 04:00:00,4727.4
2012-01-19 05:00:00,4988.8
2012-01-19 06:00:00,5572.9
2012-01-19 07:00:00,6167.5
2012-01-19 08:00:00,6501.0
2012-01-19 09:00:00,6723.2
2012-01-19 10:00:00,6812.9
2012-01-19 11:00:00,6817.6
2012-01-19 12:00:00,6816.6
2012-01-19 13:00:00,6811.4
2012-01-19 14:00:00,6786.9
2012-01-19 15:00:00,6831.1
2012-01-19 16:00:00,6990.0
2012-01-19 17:00:00,7190.0
2012-01-19 18:00:00,6976.2
2012-01-19 19:00:00,6786.3
2012-01-19 20:00:00,6545.0
2012-01-19 21:00:00,6276.0
2012-01-19 22:00:00,5912.5
2012-01-19 23:00:00,5452.4
2012-01-20 00:00:00,5040.4
2012-01-20 01:00:00,4772.0
2012-01-20 02:00:00,4624.4
2012-01-20 03:00:00,4561.3
2012-01-20 04:00:00,4600.1
2012-01-20 05:00:00,4878.3
2012-01-20 06:00:00,5461.3
2012-01-20 07:00:00,6067.4
2012-01-20 08:00:00,14176.951606486979
2012-01-20 09:00:00,6693.7
2012-01-20 10:00:00,6785.2
2012-01-20 11:00:00,6821.0
2012-01-20 12:00:00,6813.4
2012-01-20 13:00:00,6797.3
2012-01-20 14:00:00,14176.951606486979
2012-01-20 15:00:00,6771.8
2012-01-20 16:00:00,6868.8
2012-01-20 17:00:00,7110.5
2012-01-20 18:00:00,6968.8
2012-01-20 19:00:00,6732.7
2012-01-20 20:00:00,6502.9
2012-01-20 21:00:00,6250.7
2012-01-20 22:00:00,5967.5
2012-01-20 23:00:00,5589.3
2012-01-21 00:00:00,5230.5
2012-01-21 01:00:00,4957.4
2012-01-21 02:00:00,4788.1
2012-01-21 03:00:00,4722.4
2012-01-21 04:00:00,4708.8
2012-01-21 05:00:00,4791.7
2012-01-21 06:00:00,4973.8
2012-01-21 07:00:00,5208.7
2012-01-21 08:00:00,5531.4
2012-01-21 09:00:00,5853.8
2012-01-21 10:00:00,6129.4
2012-01-21 11:00:00,6273.0
2012-01-21 12:00:00,6332.4
2012-01-21 13:00:00,6307.9
2012-01-21 14:00:00,6288.9
2012-01-21 15:00:00,6277.7
2012-01-21 16:00:00,6335.0
2012-01-21 17:00:00,6531.6
2012-01-21 18:00:00,6552.8
2012-01-21 19:00:00,6447.2
2012-01-21 20:00:00,6274.1
2012-01-21 21:00:00,6086.3
2012-01-21 22:00:00,5866.2
2012-01-21 23:00:00,5594.8
2012-01-22 00:00:00,5290.3
2012-01-22 01:00:00,5050.8
2012-01-22 02:00:00,4892.1
2012-01-22 03:00:00,4791.0
2012-01-22 04:00:00,4762.4
2012-01-22 05:00:00,4814.9
2012-01-22 06:00:00,4929.9
2012-01-22 07:00:00,5050.6
2012-01-22 08:00:00,5293.8
2012-01-22 09:00:00,5584.4
2012-01-22 10:00:00,5832.7
2012-01-22 11:00:00,5970.6
2012-01-22 12:00:00,6023.0
2012-01-22 13:00:00,6021.3
2012-01-22 14:00:00,6020.6
2012-01-22 15:00:00,6048.3
2012-01-22 16:00:00,6161.4
2012-01-22 17:00:00,6406.6
2012-01-22 18:00:00,6420.3
2012-01-22 19:00:00,6318.3
2012-01-22 20:00:00,6186.8
2012-01-22 21:00:00,6007.5
2012-01-22 22:00:00,5762.9
2012-01-22 23:00:00,5397.7
2012-01-23 00:00:00,5032.4
2012-01-23 01:00:00,4790.4
2012-01-23 02:00:00,4630.0
2012-01-23 03:00:00,4559.4
2012-01-23 04:00:00,4603.2
2012-01-23 05:00:00,4867.0
2012-01-23 06:00:00,5437.9
2012-01-23 07:00:00,6021.4
2012-01-23 08:00:00,6399.0
2012-01-23 09:00:00,6630.0
2012-01-23 10:00:00,6754.7
2012-01-23 11:00:00,6795.2
2012-01-23 12:00:00,6808.9
2012-01-23 13:00:00,6784.3
2012-01-23 14:00:00,6755.9
2012-01-23 15:00:00,6798.0
2012-01-23 16:00:00,6933.4
2012-01-23 17:00:00,7044.5
2012-01-23 18:00:00,6861.8
2012-01-23 19:00:00,6664.9
2012-01-23 20:00:00,6414.6
2012-01-23 21:00:00,14176.951606486979
2012-01-23 22:00:00,5744.9
2012-01-23 23:00:00,5256.5
2012-01-24 00:00:00,4820.1
2012-01-24 01:00:00,4574.6
2012-01-24 02:00:00,4415.9
2012-01-24 03:00:00,4350.7
2012-01-24 04:00:00,4387.3
2012-01-24 05:00:00,4636.5
2012-01-24 06:00:00,5222.7
2012-01-24 07:00:00,5802.8
2012-01-24 08:00:00,6139.1
2012-01-24 09:00:00,6349.5
2012-01-24 10:00:00,6425.2
2012-01-24 11:00:00,6464.9
2012-01-24 12:00:00,6482.9
2012-01-24 13:00:00,14176.951606486979
2012-01-24 14:00:00,6425.7
2012-01-24 15:00:00,6389.8
2012-01-24 16:00:00,6373.4
2012-01-24 17:00:00,6700.6
2012-01-24 18:00:00,6660.1
2012-01-24 19:00:00,6505.3
2012-01-24 20:00:00,6274.3
2012-01-24 21:00:00,6006.6
2012-01-24 22:00:00,5665.2
2012-01-24 23:00:00,5211.0
2012-01-25 00:00:00,4773.2
2012-01-25 01:00:00,4535.6
2012-01-25 02:00:00,4390.9
2012-01-25 03:00:00,4336.9
2012-01-25 04:00:00,4379.7
2012-01-25 05:00:00,4637.0
2012-01-25 06:00:00,5228.1
2012-01-25 07:00:00,5818.0
2012-01-25 08:00:00,6191.6
2012-01-25 09:00:00,6420.0
2012-01-25 10:00:00,6494.0
2012-01-25 11:00:00,6527.3
2012-01-25 12:00:00,6518.4
2012-01-25 13:00:00,6515.3
2012-01-25 14:00:00,6484.3
2012-01-25 15:00:00,14176.951606486979
2012-01-25 16:00:00,6582.1
2012-01-25 17:00:00,6840.4
2012-01-25 18:00:00,6751.6
2012-01-25 19:00:00,6559.7
2012-01-25 20:00:00,6350.8
2012-01-25 21:00:00,6088.2
2012-01-25 22:00:00,5708.4
2012-01-25 23:00:00,5278.8
2012-01-26 00:00:00,4868.9
2012-01-26 01:00:00,4601.9
2012-01-26 02:00:00,4453.8
2012-01-26 03:00:00,4408.6
2012-01-26 04:00:00,4442.2
2012-01-26 05:00:00,4698.2
2012-01-26 06:00:00,5272.9
2012-01-26 07:00:00,5863.2
2012-01-26 08:00:00,6222.2
2012-01-26 09:00:00,6457.2
2012-01-26 10:00:00,6560.0
2012-01-26 11:00:00,6624.4
2012-01-26 12:00:00,6678.4
2012-01-26 13:00:00,6751.6
2012-01-26 14:00:00,6757.2
2012-01-26 15:00:00,6812.6
2012-01-26 16:00:00,6935.9
2012-01-26 17:00:00,7036.1
2012-01-26 18:00:00,14176.951606486979
2012-01-26 19:00:00,6631.1
2012-01-26 20:00:00,6389.7
2012-01-26 21:00:00,6106.9
2012-01-26 22:00:00,5746.5
2012-01-26 23:00:00,5298.3
2012-01-27 00:00:00,4870.1
2012-01-27 01:00:00,4599.5
2012-01-27 02:00:00,4446.4
2012-01-27 03:00:00,4366.2
2012-01-27 04:00:00,4387.6
2012-01-27 05:00:00,4627.7
2012-01-27 06:00:00,5189.2
2012-01-27 07:00:00,5803.8
2012-01-27 08:00:00,6204.9
2012-01-27 09:00:00,14176.951606486979
2012-01-27 10:00:00,6626.9
2012-01-27 11:00:00,6727.9
2012-01-27 12:00:00,6723.5
2012-01-27 13:00:00,6692.0
2012-01-27 14:00:00,6614.7
2012-01-27 15:00:00,6563.0
2012-01-27 16:00:00,6614.4
2012-01-27 17:00:00,6711.4
2012-01-27 18:00:00,6570.4
2012-01-27 19:00:00,14176.951606486979
2012-01-27 20:00:00,6124.6
2012-01-27 21:00:00,5890.8
2012-01-27 22:00:00,5602.6
2012-01-27 23:00:00,5217.7
2012-01-28 00:00:00,4850.6
2012-01-28 01:00:00,4595.4
2012-01-28 02:00:00,14176.951606486979
2012-01-28 03:00:00,4343.9
2012-01-28 04:00:00,4317.0
2012-01-28 05:00:00,4388.7
2012-01-28 06:00:00,4554.4
2012-01-28 07:00:00,4759.1
2012-01-28 08:00:00,5085.1
2012-01-28 09:00:00,5370.0
2012-01-28 10:00:00,5533.9
2012-01-28 11:00:00,5606.3
2012-01-28 12:00:00,5618.2
2012-01-28 13:00:00,5576.6
2012-01-28 14:00:00,5542.5
2012-01-28 15:00:00,5528.8
2012-01-28 16:00:00,5576.2
2012-01-28 17:00:00,5844.0
2012-01-28 18:00:00,5959.1
2012-01-28 19:00:00,5870.1
2012-01-28 20:00:00,5731.9
2012-01-28 21:00:00,5574.8
2012-01-28 22:00:00,5374.2
2012-01-28 23:00:00,5134.2
2012-01-29 00:00:00,4851.2
2012-01-29 01:00:00,4616.2
2012-01-29 02:00:00,4448.3
2012-01-29 03:00:00,4358.9
2012-01-29 04:00:00,4331.1
2012-01-29 05:00:00,14176.951606486979
2012-01-29 06:00:00,4486.0
2012-01-29 07:00:00,4610.8
2012-01-29 08:00:00,4859.2
2012-01-29 09:00:00,5107.5
2012-01-29 10:00:00,5326.3
2012-01-29 11:00:00,5442.4
2012-01-29 12:00:00,5485.8
2012-01-29 13:00:00,5489.2
2012-01-29 14:00:00,5473.4
2012-01-29 15:00:00,5484.9
2012-01-29 16:00:00,5590.5
2012-01-29 17:00:00,5887.0
2012-01-29 18:00:00,6018.2
2012-01-29 19:00:00,5963.8
2012-01-29 20:00:00,5862.1
2012-01-29 21:00:00,5698.1
2012-01-29 22:00:00,5432.3
2012-01-29 23:00:00,5063.8
2012-01-30 00:00:00,4751.0
2012-01-30 01:00:00,4537.7
2012-01-30 02:00:00,4409.2
2012-01-30 03:00:00,4365.3
2012-01-30 04:00:00,4422.4
2012-01-30 05:00:00,4699.6
2012-01-30 06:00:00,5287.3
2012-01-30 07:00:00,5862.2
2012-01-30 08:00:00,6235.2
2012-01-30 09:00:00,6480.4
2012-01-30 10:00:00,6581.0
2012-01-30 11:00:00,6638.5
2012-01-30 12:00:00,6644.1
2012-01-30 13:00:00,6633.2
2012-01-30 14:00:00,6591.5
2012-01-30 15:00:00,6596.4
2012-01-30 16:00:00,6681.0
2012-01-30 17:00:00,6932.2
2012-01-30 18:00:00,6874.1
2012-01-30 19:00:00,6668.6
2012-01-30 20:00:00,6449.9
2012-01-30 21:00:00,6179.0
2012-01-30 22:00:00,5795.4
2012-01-30 23:00:00,5307.5
2012-01-31 00:00:00,4878.4
2012-01-31 01:00:00,14176.951606486979
2012-01-31 02:00:00,4468.1
2012-01-31 03:00:00,4403.5
2012-01-31 04:00:00,4430.9
2012-01-31 05:00:00,4701.3
2012-01-31 06:00:00,5300.9
2012-01-31 07:00:00,5864.2
2012-01-31 08:00:00,6207.8
2012-01-31 09:00:00,6401.2
2012-01-31 10:00:00,6455.5
2012-01-31 11:00:00,6479.8
2012-01-31 12:00:00,6466.0
2012-01-31 13:00:00,6454.3
2012-01-31 14:00:00,6413.4
2012-01-31 15:00:00,6400.4
2012-01-31 16:00:00,6470.3
2012-01-31 17:00:00,6684.2
2012-01-31 18:00:00,6610.3
2012-01-31 19:00:00,6427.7
2012-01-31 20:00:00,6189.4
2012-01-31 21:00:00,5923.0
2012-01-31 22:00:00,5573.6
2012-01-31 23:00:00,5095.8
2012-02-01 00:00:00,4684.2
2012-02-01 01:00:00,4424.2
2012-02-01 02:00:00,4281.6
2012-02-01 03:00:00,14176.951606486979
2012-02-01 04:00:00,4249.8
2012-02-01 05:00:00,4508.3
2012-02-01 06:00:00,5120.9
2012-02-01 07:00:00,5722.8
2012-02-01 08:00:00,6092.7
2012-02-01 09:00:00,6302.9
2012-02-01 10:00:00,6360.8
2012-02-01 11:00:00,6378.5
2012-02-01 12:00:00,6373.0
2012-02-01 13:00:00,6375.3
2012-02-01 14:00:00,6358.3
2012-02-01 15:00:00,6357.2
2012-02-01 16:00:00,6417.0
2012-02-01 17:00:00,6630.3
2012-02-01 18:00:00,6535.0
2012-02-01 19:00:00,6348.7
2012-02-01 20:00:00,6137.5
2012-02-01 21:00:00,5879.9
2012-02-01 22:00:00,5502.8
2012-02-01 23:00:00,5044.8
2012-02-02 00:00:00,4632.7
2012-02-02 01:00:00,4375.5
