WARNING - Received unrecognized parameter ensemble_download_models_timeout_sec
Running on local machine
Parent Run ID: AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2

Current status: DatasetFeaturization. Beginning to featurize the dataset.
Current status: DatasetFeaturizationCompleted. Completed featurizing the dataset.
Heuristic parameters: Target_Lag = '[0]', Target_Rolling_Window = '0'.
WARNING - Converting non-string tag to string: (forecasting_target_lags: [0])
WARNING - Converting non-string tag to string: (forecasting_target_rolling_window_size: 0)
WARNING - Converting non-string tag to string: (forecasting_max_horizon: 2064)
Current status: DatasetCrossValidationSplit. Generating individually featurized CV splits.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.

****************************************************************************************************
DATA GUARDRAILS: 

TYPE:         Frequency detection
STATUS:       PASSED
DESCRIPTION:  The time series was analyzed, all data points are aligned with detected frequency.
              

****************************************************************************************************

TYPE:         Missing feature values imputation
STATUS:       PASSED
DESCRIPTION:  No feature missing values were detected in the training data.
              Learn more about missing value imputation: https://aka.ms/AutomatedMLFeaturization

****************************************************************************************************

TYPE:         Memory Issues Detection
STATUS:       PASSED
DESCRIPTION:  The selected horizon, lag and rolling window values were analyzed, and no potential memory issues were detected.
              Learn more about time-series forecasting configurations: https://aka.ms/AutomatedMLForecastingConfiguration

****************************************************************************************************
Current status: ModelSelection. Beginning model selection.

****************************************************************************************************
ITERATION: The iteration being evaluated.
PIPELINE: A summary description of the pipeline being evaluated.
DURATION: Time taken for the current iteration.
METRIC: The result of computing score on the fitted pipeline.
BEST: The best observed score thus far.
****************************************************************************************************

 ITERATION   PIPELINE                                       DURATION      METRIC      BEST
        78   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_78/outputs/conda_env_v_1_0_0.yml?sv=2019-02-02&sr=b&sig=F1gHxoGIloOKd6Z0lXDA1eg%2FUVJGVvX6tunv90HYRjI%3D&st=2020-10-01T11%3A16%3A51Z&se=2020-10-02T11%3A26%3A51Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_78/outputs/env_dependencies.json?sv=2019-02-02&sr=b&sig=n34XaXXFmkSCysMgme3gqzKt62KyebcRcYvsZMvvzqc%3D&st=2020-10-01T11%3A16%3A51Z&se=2020-10-02T11%3A26%3A51Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_78/outputs/pipeline_graph.json?sv=2019-02-02&sr=b&sig=mG5Fw%2BO%2FPElCCCSurmP9MhmCJhv%2FbUGxJJ%2FLYECP1sU%3D&st=2020-10-01T11%3A16%3A51Z&se=2020-10-02T11%3A26%3A51Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
RobustScaler ExtremeRandomTrees                0:03:08       0.2041    0.2026
        79   StandardScalerWrapper RandomForest             0:00:27       0.2036    0.2026
        80   MinMaxScaler RandomForest                      0:00:24       0.2063    0.2026
        81   StandardScalerWrapper ExtremeRandomTrees       0:00:28       0.2044    0.2026
        82   StandardScalerWrapper RandomForest             0:00:20       0.2031    0.2026
        83   RobustScaler ExtremeRandomTrees                0:00:26       0.2043    0.2026
        84   RobustScaler RandomForest                      0:00:24       0.2036    0.2026
        85   StandardScalerWrapper RandomForest             0:00:28       0.2065    0.2026
        86   RobustScaler RandomForest                      0:00:24       0.2031    0.2026
        87   RobustScaler RandomForest                      0:00:26       0.2034    0.2026
        88   MinMaxScaler RandomForest                      0:00:24       0.2030    0.2026
        89   StandardScalerWrapper ExtremeRandomTrees       0:00:31       0.2043    0.2026
        90   RobustScaler RandomForest                      0:00:22       0.2047    0.2026
        91   StandardScalerWrapper ExtremeRandomTrees       0:00:30       0.2033    0.2026
        92   StandardScalerWrapper RandomForest             0:00:24       0.2035    0.2026
        93   StandardScalerWrapper ExtremeRandomTrees       0:00:26       0.2039    0.2026
        94   StandardScalerWrapper ExtremeRandomTrees       0:00:24       0.2041    0.2026
        95   StandardScalerWrapper RandomForest             0:00:25       0.2047    0.2026
        96   StandardScalerWrapper GradientBoosting         0:00:20       0.2033    0.2026
        97   RobustScaler RandomForest                      0:00:27       0.2034    0.2026
        98   StandardScalerWrapper ExtremeRandomTrees       0:00:24       0.2036    0.2026
        99   MinMaxScaler ExtremeRandomTrees                0:00:25       0.2043    0.2026
       100   RobustScaler RandomForest                      0:00:27       0.2051    0.2026
       101   RobustScaler GradientBoosting                  0:00:27       0.2045    0.2026
       102   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_102/outputs/pipeline_graph.json?sv=2019-02-02&sr=b&sig=gk8yRcsIIIXyhb67RW8AtdRsHRM1Xjsrok8t1Ji3P4o%3D&st=2020-10-01T11%3A29%3A53Z&se=2020-10-02T11%3A39%3A53Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
RobustScaler ExtremeRandomTrees                0:03:02       0.2041    0.2026
       103   RobustScaler ExtremeRandomTrees                0:00:36       0.2050    0.2026
       104   RobustScaler LightGBM                          0:00:23       0.2028    0.2026
       105   StandardScalerWrapper RandomForest             0:00:27       0.2037    0.2026
       106   RobustScaler RandomForest                      0:00:25       0.2030    0.2026
       107   MinMaxScaler ExtremeRandomTrees                0:00:25       0.2036    0.2026
       108   MinMaxScaler LightGBM                          0:00:17       0.2035    0.2026
       109   StandardScalerWrapper RandomForest             0:00:21       0.2040    0.2026
       110   RobustScaler RandomForest                      0:00:24       0.2055    0.2026
       111   RobustScaler ExtremeRandomTrees                0:00:33       0.2037    0.2026
       112   StandardScalerWrapper ExtremeRandomTrees       0:00:23       0.2031    0.2026
       113   StandardScalerWrapper RandomForest             0:00:32       0.2046    0.2026
       114   StandardScalerWrapper ExtremeRandomTrees       0:00:29       0.2027    0.2026
       115   MinMaxScaler RandomForest                      0:00:22       0.2040    0.2026
       116   RobustScaler ExtremeRandomTrees                0:00:29       0.2035    0.2026
       117   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_117/outputs/model.pkl?sv=2019-02-02&sr=b&sig=oKEL2PIAi6%2FUXKkNxUf07PTyOh%2BcgG9intn744rLCAw%3D&st=2020-10-01T11%3A39%3A01Z&se=2020-10-02T11%3A49%3A01Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
MinMaxScaler ExtremeRandomTrees                0:02:54       0.2037    0.2026
       118   RobustScaler ExtremeRandomTrees                0:00:29       0.2030    0.2026
       119   StandardScalerWrapper ExtremeRandomTrees       0:00:26       0.2043    0.2026
       120   StandardScalerWrapper RandomForest             0:00:20       0.2033    0.2026
       121   StandardScalerWrapper ExtremeRandomTrees       0:00:25       0.2048    0.2026
       122   MinMaxScaler ExtremeRandomTrees                0:00:22       0.2033    0.2026
       123   StandardScalerWrapper ExtremeRandomTrees       0:00:28       0.2046    0.2026
       124   RobustScaler ExtremeRandomTrees                0:00:24       0.2050    0.2026
       125   RobustScaler RandomForest                      0:00:21       0.2053    0.2026
       126   RobustScaler RandomForest                      0:00:23       0.2035    0.2026
       127   MinMaxScaler ExtremeRandomTrees                0:00:23       0.2039    0.2026
       128   StandardScalerWrapper ExtremeRandomTrees       0:00:21       0.2042    0.2026
       129   MinMaxScaler ExtremeRandomTrees                0:00:29       0.2033    0.2026
       130   RobustScaler RandomForest                      0:00:28       0.2039    0.2026
       131   StandardScalerWrapper ExtremeRandomTrees       0:00:26       0.2038    0.2026
       132   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_132/outputs/scoring_file_v_1_0_0.py?sv=2019-02-02&sr=b&sig=k5rmLzOCDFkkVkmMXrMMmONhAe9MLuAzJqDzxQVLSFU%3D&st=2020-10-01T11%3A47%3A57Z&se=2020-10-02T11%3A57%3A57Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
MinMaxScaler RandomForest                      0:03:01       0.2036    0.2026
       133   MinMaxScaler ExtremeRandomTrees                0:00:32       0.2047    0.2026
       134   RobustScaler ExtremeRandomTrees                0:00:34       0.2037    0.2026
       135   StandardScalerWrapper RandomForest             0:00:31       0.2040    0.2026
       136   StandardScalerWrapper ExtremeRandomTrees       0:00:33       0.2030    0.2026
       137   StandardScalerWrapper ExtremeRandomTrees       0:00:26       0.2032    0.2026
       138   RobustScaler ExtremeRandomTrees                0:00:30       0.2026    0.2026
       139   RobustScaler RandomForest                      0:00:32       0.2036    0.2026
       140   MinMaxScaler RandomForest                      0:00:32       0.2047    0.2026
       141   MinMaxScaler ExtremeRandomTrees                0:00:27       0.2035    0.2026
       142   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_142/outputs/model.pkl?sv=2019-02-02&sr=b&sig=3wCKTH5rEn0CC0XkPg6try9AGstOlDau4fUh3lUISao%3D&st=2020-10-01T11%3A55%3A36Z&se=2020-10-02T12%3A05%3A36Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNRFF4T1RRek1EUSUzRA%3D%3D&timeout=30
WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_142/outputs/scoring_file_v_1_0_0.py?sv=2019-02-02&sr=b&sig=ZeHZYGOCy631mBkE2T8KmjyVrij52LGLl1JoUhui5Qs%3D&st=2020-10-01T11%3A55%3A36Z&se=2020-10-02T12%3A05%3A36Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
RobustScaler ExtremeRandomTrees                0:03:00       0.2043    0.2026
       143   StandardScalerWrapper GradientBoosting         0:00:23       0.2039    0.2026
       144   StandardScalerWrapper ExtremeRandomTrees       0:00:31       0.2044    0.2026
       145   RobustScaler RandomForest                      0:00:27       0.2055    0.2026
       146   StandardScalerWrapper RandomForest             0:00:29       0.2037    0.2026
       147   StandardScalerWrapper ExtremeRandomTrees       0:00:28       0.2051    0.2026
       148   MinMaxScaler ExtremeRandomTrees                0:00:31       0.2033    0.2026
       149   MinMaxScaler ExtremeRandomTrees                0:00:34       0.2038    0.2026
       150   StandardScalerWrapper RandomForest             0:00:23       0.2050    0.2026
       151   RobustScaler ExtremeRandomTrees                0:00:27       0.2032    0.2026
       152   StandardScalerWrapper DecisionTree             0:00:27       0.2062    0.2026
       153   RobustScaler ExtremeRandomTrees                0:00:24       0.2026    0.2026
       154   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_154/outputs/pipeline_graph.json?sv=2019-02-02&sr=b&sig=tyep%2B8wHghEz0CVKuRyKuHN%2Bpxjkg6OT5euqGMu66oc%3D&st=2020-10-01T12%3A03%3A40Z&se=2020-10-02T12%3A13%3A40Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_154/outputs/model.pkl?sv=2019-02-02&sr=b&sig=dJfK1S%2BrsyBuutNWTfCmpEd1A6TVjbY4UnMlyICpStE%3D&st=2020-10-01T12%3A03%3A40Z&se=2020-10-02T12%3A13%3A40Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
StandardScalerWrapper ExtremeRandomTrees       0:03:13       0.2031    0.2026
       155   StandardScalerWrapper RandomForest             0:00:28       0.2051    0.2026
       156   RobustScaler ExtremeRandomTrees                0:00:31       0.2027    0.2026
       157   StandardScalerWrapper RandomForest             0:00:27       0.2035    0.2026
       158   RobustScaler ExtremeRandomTrees                0:00:28       0.2034    0.2026
       159   RobustScaler ExtremeRandomTrees                0:00:27       0.2051    0.2026
       160   StandardScalerWrapper RandomForest             0:00:26       0.2051    0.2026
       161   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_161/outputs/model.pkl?sv=2019-02-02&sr=b&sig=qwd4yidLZMV63SJ3W%2F2nGQYYOaF4qYTPPyoj0Mv2fu0%3D&st=2020-10-01T12%3A09%3A51Z&se=2020-10-02T12%3A19%3A51Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
MinMaxScaler RandomForest                      0:03:07       0.2036    0.2026
       162   MinMaxScaler RandomForest                      0:00:27       0.2037    0.2026
       163   StandardScalerWrapper ExtremeRandomTrees       0:00:26       0.2039    0.2026
       164   StandardScalerWrapper RandomForest             0:00:28       0.2032    0.2026
       165   RobustScaler RandomForest                      0:00:23       0.2038    0.2026
       166   StandardScalerWrapper ExtremeRandomTrees       0:00:34       0.2037    0.2026
       167   StandardScalerWrapper RandomForest             0:00:30       0.2042    0.2026
       168   StandardScalerWrapper ExtremeRandomTrees       0:00:25       0.2039    0.2026
       169   StandardScalerWrapper ExtremeRandomTrees       0:00:24       0.2045    0.2026
       170   RobustScaler RandomForest                      0:00:28       0.2051    0.2026
       171   StandardScalerWrapper ExtremeRandomTrees       0:00:22       0.2043    0.2026
       172   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_172/outputs/model.pkl?sv=2019-02-02&sr=b&sig=ZVdu7gJRNgc6xfBfLjjFWpv%2F5Os4r9k9nbY2PZ68ANg%3D&st=2020-10-01T12%3A17%3A27Z&se=2020-10-02T12%3A27%3A27Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNRFF4T1RRek1EUSUzRA%3D%3D&timeout=30
WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='automlws9124637538.blob.core.windows.net', port=443): Read timed out. (read timeout=2000)")': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_172/outputs/scoring_file_v_1_0_0.py?sv=2019-02-02&sr=b&sig=R8WCW48VAzqwxHPVuzawSNQOJnrD3CMtHUtXIZPGw4w%3D&st=2020-10-01T12%3A17%3A27Z&se=2020-10-02T12%3A27%3A27Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
MinMaxScaler ExtremeRandomTrees                0:16:43       0.2050    0.2026
       173   StandardScalerWrapper ExtremeRandomTrees       0:00:29       0.2047    0.2026
       174   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_174/outputs/conda_env_v_1_0_0.yml?sv=2019-02-02&sr=b&sig=s3WNC%2F%2FbavXqOBbu655zmaVh%2FgtxRSoyEslZLVo%2BCJs%3D&st=2020-10-01T12%3A34%3A36Z&se=2020-10-02T12%3A44%3A36Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_eebca87b-d85d-41ae-9fbc-2893795f65a2_174/outputs/scoring_file_v_1_0_0.py?sv=2019-02-02&sr=b&sig=Py4WPCB29qEYrRdiRUbY2Y%2FpRUlwc2cFu4Nk0Vf%2FOik%3D&st=2020-10-01T12%3A34%3A36Z&se=2020-10-02T12%3A44%3A36Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
MinMaxScaler ExtremeRandomTrees                0:03:02       0.2030    0.2026
       175   StandardScalerWrapper RandomForest             0:00:31       0.2055    0.2026
       176   MinMaxScaler ExtremeRandomTrees                0:00:28       0.2037    0.2026
