WARNING - Received unrecognized parameter ensemble_download_models_timeout_sec
Running on local machine
Parent Run ID: AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f

Current status: DatasetFeaturization. Beginning to featurize the dataset.
Current status: DatasetFeaturizationCompleted. Completed featurizing the dataset.
Heuristic parameters: Target_Lag = '[0]', Target_Rolling_Window = '0'.
WARNING - Converting non-string tag to string: (forecasting_target_lags: [0])
WARNING - Converting non-string tag to string: (forecasting_target_rolling_window_size: 0)
WARNING - Converting non-string tag to string: (forecasting_max_horizon: 2064)
Current status: DatasetCrossValidationSplit. Generating individually featurized CV splits.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.
Current status: DatasetFeaturization. Beginning to featurize the CV split.
Current status: DatasetFeaturizationCompleted. Completed featurizing the CV split.

****************************************************************************************************
DATA GUARDRAILS: 

TYPE:         Frequency detection
STATUS:       PASSED
DESCRIPTION:  The time series was analyzed, all data points are aligned with detected frequency.
              

****************************************************************************************************

TYPE:         Missing feature values imputation
STATUS:       PASSED
DESCRIPTION:  No feature missing values were detected in the training data.
              Learn more about missing value imputation: https://aka.ms/AutomatedMLFeaturization

****************************************************************************************************

TYPE:         Memory Issues Detection
STATUS:       PASSED
DESCRIPTION:  The selected horizon, lag and rolling window values were analyzed, and no potential memory issues were detected.
              Learn more about time-series forecasting configurations: https://aka.ms/AutomatedMLForecastingConfiguration

****************************************************************************************************
Current status: ModelSelection. Beginning model selection.

****************************************************************************************************
ITERATION: The iteration being evaluated.
PIPELINE: A summary description of the pipeline being evaluated.
DURATION: Time taken for the current iteration.
METRIC: The result of computing score on the fitted pipeline.
BEST: The best observed score thus far.
****************************************************************************************************

 ITERATION   PIPELINE                                       DURATION      METRIC      BEST
        51   RobustScaler RandomForest                      0:00:24       0.0601    0.0505
        52   MinMaxScaler ExtremeRandomTrees                0:00:23       0.0894    0.0505
        53   RobustScaler LightGBM                          0:00:22       0.0797    0.0505
        54   StandardScalerWrapper RandomForest             0:00:23       0.0594    0.0505
        55   MinMaxScaler LightGBM                          0:00:22       0.1032    0.0505
        56   RobustScaler ExtremeRandomTrees                0:00:31       0.0994    0.0505
        57   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_57/outputs/pipeline_graph.json?sv=2019-02-02&sr=b&sig=qoIK1cVtXIIIVXPGRjOUBeE%2B1SX92re1RdaYiOe4xTU%3D&st=2020-10-02T06%3A56%3A42Z&se=2020-10-03T07%3A06%3A42Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
RobustScaler ExtremeRandomTrees                0:03:03       0.0771    0.0505
        58   RobustScaler DecisionTree                      0:00:21       0.0736    0.0505
        59   MinMaxScaler ExtremeRandomTrees                0:00:23       0.0693    0.0505
        60   RobustScaler LightGBM                          0:00:23       0.0675    0.0505
        61   RobustScaler RandomForest                      0:00:19       0.0576    0.0505
        62   RobustScaler RandomForest                      0:00:23       0.0619    0.0505
        63   StandardScalerWrapper ExtremeRandomTrees       0:00:25       0.0953    0.0505
        64   RobustScaler RandomForest                      0:00:23       0.0985    0.0505
        65   MinMaxScaler LightGBM                          0:00:33       0.0658    0.0505
        66   MinMaxScaler ExtremeRandomTrees                0:00:27       0.0852    0.0505
        67   StandardScalerWrapper LightGBM                 0:00:23       0.0701    0.0505
        68   StandardScalerWrapper RandomForest             0:00:25       0.0795    0.0505
        69   StandardScalerWrapper ExtremeRandomTrees       0:00:24       0.0846    0.0505
        70   MinMaxScaler LightGBM                          0:00:27       0.0518    0.0505
        71   StandardScalerWrapper ExtremeRandomTrees       0:00:25       0.1041    0.0505
        72   StandardScalerWrapper RandomForest             0:00:29       0.1042    0.0505
        73   StandardScalerWrapper ExtremeRandomTrees       0:00:27       0.1079    0.0505
        74   MinMaxScaler ExtremeRandomTrees                0:00:25       0.0891    0.0505
        75   StandardScalerWrapper LightGBM                 0:00:23       0.0855    0.0505
        76   MinMaxScaler LightGBM                          0:00:36       0.0512    0.0505
        77   MinMaxScaler ExtremeRandomTrees                0:00:27       0.0607    0.0505
        78   MinMaxScaler ExtremeRandomTrees                0:00:26       0.0797    0.0505
        79   RobustScaler GradientBoosting                  0:00:18       0.0913    0.0505
        80   StandardScalerWrapper LightGBM                 0:00:23       0.0805    0.0505
        81   StandardScalerWrapper RandomForest             0:00:23       0.0742    0.0505
        82   StandardScalerWrapper RandomForest             0:00:25       0.0910    0.0505
        83   StandardScalerWrapper RandomForest             0:00:28       0.0759    0.0505
        84   StandardScalerWrapper RandomForest             0:00:23       0.0548    0.0505
        85   MinMaxScaler LightGBM                          0:00:34       0.0732    0.0505
        86   StandardScalerWrapper ExtremeRandomTrees       0:00:28       0.0682    0.0505
        87   MinMaxScaler ExtremeRandomTrees                0:00:25       0.0704    0.0505
        88   RobustScaler ExtremeRandomTrees                0:00:23       0.0601    0.0505
        89   MinMaxScaler ExtremeRandomTrees                0:00:24       0.0620    0.0505
        90   RobustScaler LightGBM                          0:00:19       0.0696    0.0505
        91   StandardScalerWrapper RandomForest             0:00:23       0.0844    0.0505
        92   MinMaxScaler LightGBM                          0:00:23       0.0856    0.0505
        93   RobustScaler ExtremeRandomTrees                0:00:24       0.0670    0.0505
        94   StandardScalerWrapper ExtremeRandomTrees       0:00:24       0.0643    0.0505
        95   MinMaxScaler LightGBM                          0:00:28       0.0656    0.0505
        96   RobustScaler ExtremeRandomTrees                0:00:19       0.0730    0.0505
        97   StandardScalerWrapper ExtremeRandomTrees       0:00:24       0.0779    0.0505
        98   StandardScalerWrapper ExtremeRandomTrees       0:00:25       0.0585    0.0505
        99   RobustScaler ExtremeRandomTrees                0:00:18       0.0631    0.0505
       100   RobustScaler LightGBM                          0:00:22       0.0929    0.0505
       101   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_101/outputs/scoring_file_v_1_0_0.py?sv=2019-02-02&sr=b&sig=ifntT5EbhBwl6ls7K2ZfMfs5IbsvfO6zPz5lx5PNutY%3D&st=2020-10-02T07%3A17%3A43Z&se=2020-10-03T07%3A27%3A43Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
MinMaxScaler DecisionTree                      0:03:03       0.0677    0.0505
       102   RobustScaler LightGBM                          0:00:22       0.1021    0.0505
       103   StandardScalerWrapper RandomForest             0:00:24       0.0778    0.0505
       104   MinMaxScaler ExtremeRandomTrees                0:00:29       0.0679    0.0505
       105   MinMaxScaler LightGBM                          0:00:26       0.0535    0.0505
       106   RobustScaler GradientBoosting                  0:00:25       0.1082    0.0505
       107   MinMaxScaler ExtremeRandomTrees                0:00:23       0.0875    0.0505
       108   StandardScalerWrapper RandomForest             0:00:24       0.0844    0.0505
       109   MinMaxScaler ExtremeRandomTrees                0:00:23       0.0633    0.0505
       110   StandardScalerWrapper LightGBM                 0:00:26       0.0712    0.0505
       111   StandardScalerWrapper ExtremeRandomTrees       0:00:31       0.0678    0.0505
       112   MinMaxScaler LightGBM                          0:00:25       0.0624    0.0505
       113   MinMaxScaler LightGBM                          0:00:22       0.0655    0.0505
       114   RobustScaler ExtremeRandomTrees                0:00:27       0.0798    0.0505
       115   RobustScaler LightGBM                          0:00:22       0.0962    0.0505
       116   RobustScaler RandomForest                      0:00:24       0.0837    0.0505
       117   RobustScaler ExtremeRandomTrees                0:00:24       0.0660    0.0505
       118   RobustScaler RandomForest                      0:00:25       0.0718    0.0505
       119   RobustScaler RandomForest                      0:00:25       0.0640    0.0505
       120   RobustScaler LightGBM                          0:00:23       0.0947    0.0505
       121   RobustScaler ExtremeRandomTrees                0:00:27       0.0610    0.0505
       122   RobustScaler GradientBoosting                  0:00:26       0.0845    0.0505
       123   StandardScalerWrapper ExtremeRandomTrees       0:00:25       0.0689    0.0505
       124   RobustScaler RandomForest                      0:00:25       0.0854    0.0505
       125   MinMaxScaler LightGBM                          0:00:24       0.0905    0.0505
       126   MinMaxScaler GradientBoosting                  0:00:24       0.0741    0.0505
       127   StandardScalerWrapper RandomForest             0:00:27       0.0584    0.0505
       128   MinMaxScaler LightGBM                          0:00:26       0.0534    0.0505
       129   MinMaxScaler RandomForest                      0:00:31       0.0601    0.0505
       130   MinMaxScaler LightGBM                          0:00:22       0.1093    0.0505
       131   RobustScaler LightGBM                          0:00:23       0.0952    0.0505
       132   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_132/outputs/model.pkl?sv=2019-02-02&sr=b&sig=ohySOXOYkySUzbMRQkHdrrGhEsPNd85JRgOAFfdkwiw%3D&st=2020-10-02T07%3A33%3A33Z&se=2020-10-03T07%3A43%3A33Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_132/outputs/env_dependencies.json?sv=2019-02-02&sr=b&sig=%2FLImYWYjLb%2BGS6UWrla2j0MoDtV5xH1IQ49xVdP8lJs%3D&st=2020-10-02T07%3A33%3A33Z&se=2020-10-03T07%3A43%3A33Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
StandardScalerWrapper RandomForest             0:03:10       0.0765    0.0505
       133   MinMaxScaler RandomForest                      0:00:24       0.0841    0.0505
       134   StandardScalerWrapper ExtremeRandomTrees       0:00:31       0.0733    0.0505
       135   StandardScalerWrapper LightGBM                 0:00:22       0.0864    0.0505
       136   RobustScaler ExtremeRandomTrees                0:00:26       0.0779    0.0505
       137   StandardScalerWrapper RandomForest             0:00:24       0.0551    0.0505
       138   WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))': /azureml/ExperimentRun/dcid.AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_138/outputs/env_dependencies.json?sv=2019-02-02&sr=b&sig=cDs1gAjRcfAz5xPDT%2FLmXa%2FxuuPAyFlbD3g6WAicq8c%3D&st=2020-10-02T07%3A38%3A53Z&se=2020-10-03T07%3A48%3A53Z&sp=rcw&comp=block&blockid=TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQXdNREF3TURBd01EQSUzRA%3D%3D&timeout=30
MinMaxScaler ExtremeRandomTrees                0:03:01       0.0848    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_138 failed with exception of type: OSError. Pipeline Class Names: { MinMaxScaler, ExtraTreesRegressor } Pipeline ID: d550ec1f573090eae0c337106510e3c5698c9a44
       139                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_139 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, RandomForestRegressor } Pipeline ID: 3f28febba7a8d460eb4df67284b7f91bea032fb2
       140                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_140 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, LightGBMRegressor } Pipeline ID: 60aa82d896d9712dac66a5a0eda266aebf38b678
       141                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_141 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, RandomForestRegressor } Pipeline ID: 8421abcf03ed74f3ea91dd67873a6b57bf0b8f39
       142                                                  0:00:09          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_142 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, DecisionTreeRegressor } Pipeline ID: 4c39e7ce56c94f79290bc4813bca004e0cf7e6d2
       143                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_143 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, LightGBMRegressor } Pipeline ID: b9baa8480194d6430c444521238a5f7611435a5c
       144                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_144 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, RandomForestRegressor } Pipeline ID: 3ce4b3165a9f7558146cacac559b37bd4c50a9a8
       145                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_145 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, LightGBMRegressor } Pipeline ID: 86b62118439840e792febdcee11a73fc1985a761
       146                                                  0:00:09          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_146 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, RandomForestRegressor } Pipeline ID: b218e82eb383d5173ecf35955670b28febc1f000
       147                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_147 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, DecisionTreeRegressor } Pipeline ID: 5852a6f8f6b8362a8cb6f5dc5b5bb5ca1d0f8b20
       148                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_148 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, ExtraTreesRegressor } Pipeline ID: 85db956cef29afbc6a4a5f5313f89bc731ab2b90
       149                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_149 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, RandomForestRegressor } Pipeline ID: 334b27af7ed8ddbff95b79e09de969af8b2c1924
       150                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_150 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, LightGBMRegressor } Pipeline ID: b7bb65ff7b7583e81dcc7e0cc3f94cac568bec92
       151                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_151 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, GradientBoostingRegressor } Pipeline ID: e3845e7fa5dd96cfd33828f8068cafcd198b2549
       152                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_152 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, ExtraTreesRegressor } Pipeline ID: 23dd61634000562b6ac7e73a90c2faab64b348b2
       153                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_153 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, RandomForestRegressor } Pipeline ID: 9d74de6bba2bd3a9923c168355ac1367547cbbe2
       154                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_154 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, DecisionTreeRegressor } Pipeline ID: 180c31a9be56f9dcba1b2053a8fab203248bb371
       155                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_155 failed with exception of type: SubprocessException. Pipeline Class Names: { PCA, LightGBMRegressor } Pipeline ID: cc23489c267bcf8f63e1abd7326f66accd44ec15
       156                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_156 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, RandomForestRegressor } Pipeline ID: 818e0300ca65a54819410e621242f72dc8ce1b7e
       157                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_157 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, DecisionTreeRegressor } Pipeline ID: c396b5a913ceff6352c5db3ee8a0fb3065d94d52
       158                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_158 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, RandomForestRegressor } Pipeline ID: a53a21bd880318d57fd2da401f32f4d470e066b6
       159                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_159 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, LightGBMRegressor } Pipeline ID: 0075c392861c5bba47346f40203fe2259c74b149
       160                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_160 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, LightGBMRegressor } Pipeline ID: 11edb04db3b191567df8b8482fde25f5d3a77949
       161                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_161 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, RandomForestRegressor } Pipeline ID: b0e713b740170a9a0eaaa653b345c233b9f746d9
       162                                                  0:00:08          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_162 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, RandomForestRegressor } Pipeline ID: e07cf174cdf918bc58045f6c66c9edd95c7c96fe
       163                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_163 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, ExtraTreesRegressor } Pipeline ID: 8ccec9a4827923eea88bdabd9a8ee6d16253ed66
       164                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_164 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, DecisionTreeRegressor } Pipeline ID: 4763e687d6781eb9f6c621bb16fb06113aef713f
       165                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_165 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, LightGBMRegressor } Pipeline ID: 0de4981f02ea240dbaf014fb58b6ee6d27a6b997
       166                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_166 failed with exception of type: SubprocessException. Pipeline Class Names: { MaxAbsScaler, SGDRegressor } Pipeline ID: 4551f9e4854560caa187d06f25f10b209a1a5090
       167                                                  0:00:08          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_167 failed with exception of type: SubprocessException. Pipeline Class Names: { MaxAbsScaler, RandomForestRegressor } Pipeline ID: a1422e37ef492bd4585d634cd4b6bc51a287f627
       168                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_168 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, LightGBMRegressor } Pipeline ID: 2c701ddf60fadc46893909c55a4d8f107fed233e
       169                                                  0:00:06          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_169 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, RandomForestRegressor } Pipeline ID: d48e38cdc063500aa5f01e59d752455f542eecd6
       170                                                  0:00:08          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_170 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, LightGBMRegressor } Pipeline ID: bb6a5249cbcae738789068f92ddc4a9b1b4290df
       171                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_171 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, LightGBMRegressor } Pipeline ID: 070057eae22b9c3be4f32c31d2ee15fe32011544
       172                                                  0:00:09          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_172 failed with exception of type: SubprocessException. Pipeline Class Names: { RobustScaler, DecisionTreeRegressor } Pipeline ID: 4ec4daa8237f071d7173aa34941248e15b86700e
       173                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_173 failed with exception of type: SubprocessException. Pipeline Class Names: { StandardScaler, RandomForestRegressor } Pipeline ID: 5bfa32d3390c40812bda34e237a70f5b4ca301d2
       174                                                  0:00:07          nan    0.0505
ERROR: Run AutoML_9034ff0d-9056-432f-ad93-e9971c984c3f_174 failed with exception of type: SubprocessException. Pipeline Class Names: { MinMaxScaler, RandomForestRegressor } Pipeline ID: 895b313ddf163fd458dfe113e11a6c027b131190
       175                                                  0:00:07          nan    0.0505
